CustomerID,PurchaseFrequency,TotalQuantity,AvgUnitPrice,TotalSpend,LastInvoiceDate,Country,ReturnedQuantity,Recency,AvgOrderValue,Churn,ReturnRate
13670.0,1,282,1.88,349.7,2011-09-25 15:25:00,United Kingdom,0.0,74,349.7,1,0.0
13672.0,2,57,4.46,186.39,2011-02-11 13:53:00,United Kingdom,58.0,300,93.2,0,0.5
13673.0,2,119,3.3,396.92,2011-11-21 12:11:00,United Kingdom,0.0,18,198.46,0,0.0
13675.0,2,330,1.9,486.82,2011-07-11 12:57:00,United Kingdom,0.0,150,243.41,0,0.0
13678.0,1,924,0.39,232.6,2011-07-11 10:14:00,United Kingdom,0.0,151,232.6,1,0.0
13680.0,4,1936,2.21,3722.42,2011-12-08 13:47:00,United Kingdom,669.0,0,930.6,0,0.26
13681.0,4,360,2.9,827.83,2011-11-22 11:13:00,United Kingdom,0.0,17,206.96,0,0.0
13682.0,1,10,7.08,59.5,2011-06-05 14:06:00,United Kingdom,0.0,186,59.5,1,0.0
13684.0,1,39,1.74,67.23,2011-02-27 10:13:00,United Kingdom,1.0,285,67.23,1,0.02
13685.0,7,5056,0.7,3119.44,2011-12-07 11:41:00,United Kingdom,0.0,2,445.63,0,0.0
13686.0,1,70,1.16,72.0,2011-06-10 09:10:00,United Kingdom,0.0,182,72.0,1,0.0
13689.0,1,512,1.7,910.0,2011-10-07 13:21:00,United Kingdom,0.0,62,910.0,1,0.0
13690.0,1,67,5.97,172.25,2011-10-11 15:03:00,United Kingdom,0.0,58,172.25,1,0.0
13692.0,3,1226,2.6,1488.32,2011-11-15 11:17:00,United Kingdom,2.0,24,496.11,0,0.0
13694.0,50,63312,1.57,65039.62,2011-12-06 09:32:00,United Kingdom,1509.0,3,1300.79,0,0.02
13695.0,15,1603,2.65,2504.13,2011-11-08 14:26:00,United Kingdom,0.0,30,166.94,0,0.0
13697.0,1,177,1.39,151.3,2011-11-01 09:14:00,United Kingdom,0.0,38,151.3,1,0.0
13699.0,1,66,6.31,308.58,2011-07-07 16:51:00,United Kingdom,0.0,154,308.58,1,0.0
13700.0,10,2304,1.59,2265.12,2011-11-13 13:00:00,United Kingdom,0.0,25,226.51,0,0.0
13703.0,1,10,9.95,99.5,2011-01-25 13:10:00,United Kingdom,0.0,317,99.5,1,0.0
13704.0,9,1531,3.33,2308.06,2011-12-04 15:13:00,United Kingdom,3.0,4,256.45,0,0.0
13705.0,3,363,7.61,711.86,2011-12-02 12:32:00,United Kingdom,0.0,7,237.29,0,0.0
13706.0,1,189,2.77,330.79,2011-02-10 09:21:00,United Kingdom,0.0,302,330.79,1,0.0
13707.0,2,351,4.46,806.41,2011-03-17 18:03:00,United Kingdom,0.0,266,403.2,0,0.0
13708.0,1,306,2.06,296.88,2011-03-13 13:46:00,United Kingdom,0.0,270,296.88,1,0.0
13709.0,13,3516,3.55,6328.05,2011-12-06 10:28:00,United Kingdom,15.0,3,486.77,0,0.0
13710.0,1,176,1.17,180.48,2011-11-08 08:16:00,United Kingdom,0.0,31,180.48,1,0.0
13711.0,2,140,3.78,252.06,2011-05-05 10:31:00,United Kingdom,0.0,218,126.03,0,0.0
13712.0,1,352,1.23,228.84,2011-04-07 12:33:00,United Kingdom,0.0,246,228.84,1,0.0
13715.0,5,563,2.28,1079.34,2011-03-03 19:21:00,United Kingdom,8.0,280,215.87,0,0.01
13716.0,1,138,1.42,138.28,2011-03-15 13:49:00,United Kingdom,0.0,268,138.28,1,0.0
13717.0,6,1959,2.04,1445.01,2011-11-07 14:13:00,United Kingdom,1.0,31,240.84,0,0.0
13718.0,2,173,5.53,306.55,2011-04-07 13:24:00,United Kingdom,0.0,245,153.28,0,0.0
13719.0,5,609,3.27,1041.68,2011-11-24 15:26:00,United Kingdom,0.0,14,208.34,0,0.0
13720.0,4,501,3.18,799.9,2011-08-15 12:46:00,United Kingdom,0.0,116,199.98,0,0.0
13721.0,1,316,2.85,524.14,2011-11-03 14:05:00,United Kingdom,0.0,35,524.14,1,0.0
13722.0,3,1401,2.88,2375.41,2011-07-31 12:44:00,United Kingdom,1.0,131,791.8,0,0.0
13723.0,1,43,5.28,199.85,2011-05-06 17:04:00,United Kingdom,0.0,216,199.85,1,0.0
13725.0,8,806,4.34,1980.56,2011-10-21 10:03:00,United Kingdom,147.0,49,247.57,0,0.15
13726.0,2,1054,1.08,1079.66,2011-11-01 10:49:00,United Kingdom,0.0,38,539.83,0,0.0
13727.0,2,162,2.94,333.48,2011-11-11 09:46:00,United Kingdom,0.0,28,166.74,0,0.0
13728.0,6,458,5.45,1016.14,2011-11-03 10:49:00,United Kingdom,0.0,36,169.36,0,0.0
13730.0,2,488,3.24,752.6,2011-07-27 08:35:00,United Kingdom,0.0,135,376.3,0,0.0
13731.0,2,278,4.29,610.59,2011-05-04 14:33:00,United Kingdom,0.0,218,305.3,0,0.0
13732.0,1,498,1.58,491.86,2011-11-11 15:49:00,United Kingdom,0.0,27,491.86,1,0.0
13735.0,4,1130,4.04,2885.24,2011-11-15 11:14:00,United Kingdom,47.0,24,721.31,0,0.04
13736.0,2,497,2.18,731.9,2011-12-04 15:19:00,United Kingdom,4.0,4,365.95,0,0.01
13737.0,1,125,3.85,339.6,2011-05-23 16:32:00,United Kingdom,0.0,199,339.6,1,0.0
13739.0,1,54,5.48,216.9,2011-11-21 13:35:00,United Kingdom,0.0,17,216.9,1,0.0
13740.0,1,425,1.6,350.75,2011-04-13 10:32:00,United Kingdom,0.0,240,350.75,1,0.0
13741.0,3,218,5.23,668.43,2011-09-29 09:19:00,United Kingdom,1.0,71,222.81,0,0.0
13742.0,12,1124,4.1,3131.02,2011-11-23 11:07:00,United Kingdom,8.0,16,260.92,0,0.01
13743.0,7,1776,1.12,1341.6,2011-12-07 10:09:00,United Kingdom,1.0,2,191.66,0,0.0
13744.0,2,1249,1.71,1156.36,2011-09-05 15:19:00,United Kingdom,0.0,94,578.18,0,0.0
13745.0,1,496,0.65,300.04,2011-06-30 16:43:00,United Kingdom,10.0,161,300.04,1,0.02
13747.0,1,8,9.95,79.6,2010-12-01 10:37:00,United Kingdom,0.0,373,79.6,1,0.0
13748.0,5,439,4.0,948.25,2011-09-05 09:45:00,United Kingdom,0.0,95,189.65,0,0.0
13750.0,5,516,5.02,1647.26,2011-10-17 12:16:00,United Kingdom,0.0,53,329.45,0,0.0
13751.0,1,152,3.53,296.25,2011-02-24 15:56:00,United Kingdom,0.0,287,296.25,1,0.0
13752.0,6,876,3.07,1186.28,2011-08-07 14:16:00,United Kingdom,0.0,123,197.71,0,0.0
13753.0,1,512,1.79,741.26,2011-02-25 12:48:00,United Kingdom,0.0,287,741.26,1,0.0
13754.0,2,214,2.34,282.6,2011-07-11 11:51:00,United Kingdom,0.0,151,141.3,0,0.0
13755.0,9,1264,3.07,2161.35,2011-12-06 12:26:00,United Kingdom,23.0,3,240.15,0,0.02
13756.0,14,3188,2.74,5189.52,2011-12-07 16:44:00,United Kingdom,24.0,1,370.68,0,0.01
13758.0,7,1844,3.29,3190.55,2011-11-28 11:11:00,United Kingdom,0.0,11,455.79,0,0.0
13759.0,2,287,3.36,659.41,2011-11-06 14:47:00,United Kingdom,0.0,32,329.71,0,0.0
13760.0,2,197,1.98,286.79,2011-10-16 16:13:00,United Kingdom,0.0,53,143.4,0,0.0
13761.0,2,642,2.95,1070.65,2011-10-20 14:01:00,United Kingdom,0.0,49,535.33,0,0.0
13762.0,1,272,1.26,306.72,2011-05-05 09:15:00,United Kingdom,272.0,218,306.72,1,0.5
13763.0,1,728,2.6,1714.96,2011-10-07 15:13:00,United Kingdom,3.0,62,1714.96,1,0.0
13764.0,3,932,2.72,1521.76,2011-09-30 12:03:00,United Kingdom,0.0,70,507.25,0,0.0
13767.0,37,7322,3.71,17220.36,2011-12-07 15:00:00,United Kingdom,64.0,1,465.42,0,0.01
13769.0,10,1163,3.73,2796.51,2011-12-07 15:08:00,United Kingdom,11.0,1,279.65,0,0.01
13771.0,4,1477,2.63,2634.45,2011-10-06 14:18:00,United Kingdom,1.0,63,658.61,0,0.0
13772.0,3,546,2.46,1132.13,2011-11-06 11:43:00,United Kingdom,0.0,33,377.38,0,0.0
13774.0,1,192,3.29,345.0,2011-09-19 12:06:00,United Kingdom,0.0,81,345.0,1,0.0
13777.0,33,12897,2.27,25977.16,2011-12-09 12:25:00,United Kingdom,93.0,0,787.19,0,0.01
13778.0,1,70,3.3,178.7,2011-08-28 15:25:00,United Kingdom,0.0,102,178.7,1,0.0
13780.0,2,318,2.58,360.01,2011-12-02 13:49:00,United Kingdom,0.0,6,180.0,0,0.0
13781.0,1,30,4.56,127.84,2011-04-03 12:08:00,United Kingdom,0.0,250,127.84,1,0.0
13782.0,6,371,3.51,912.0,2011-11-27 11:54:00,United Kingdom,0.0,12,152.0,0,0.0
13784.0,11,2493,2.64,2462.79,2011-11-30 09:33:00,United Kingdom,0.0,9,223.89,0,0.0
13786.0,1,136,1.89,230.4,2010-12-07 13:53:00,United Kingdom,0.0,366,230.4,1,0.0
13787.0,2,337,2.48,309.04,2011-09-25 12:06:00,United Kingdom,0.0,75,154.52,0,0.0
13790.0,1,748,0.77,348.8,2011-12-05 15:48:00,United Kingdom,0.0,3,348.8,1,0.0
13791.0,2,1200,1.25,1516.0,2011-08-04 11:44:00,United Kingdom,372.0,127,758.0,0,0.24
13792.0,2,92,3.55,195.55,2011-10-04 14:31:00,United Kingdom,0.0,65,97.78,0,0.0
13798.0,57,23948,2.12,37153.85,2011-12-08 15:51:00,United Kingdom,434.0,0,651.82,0,0.02
13799.0,2,402,2.13,688.86,2011-08-15 12:07:00,United Kingdom,0.0,116,344.43,0,0.0
13800.0,1,331,2.55,558.32,2011-02-03 12:27:00,United Kingdom,0.0,309,558.32,1,0.0
13801.0,1,168,3.95,324.8,2011-10-04 10:15:00,United Kingdom,0.0,66,324.8,1,0.0
13802.0,3,2572,2.66,4599.42,2011-07-24 10:54:00,United Kingdom,291.0,138,1533.14,0,0.1
13803.0,1,121,2.92,277.07,2011-03-29 12:57:00,United Kingdom,0.0,254,277.07,1,0.0
13804.0,7,1498,3.08,2635.79,2011-11-09 12:32:00,United Kingdom,0.0,30,376.54,0,0.0
13805.0,2,1900,0.59,924.6,2011-10-18 14:50:00,United Kingdom,0.0,51,462.3,0,0.0
13806.0,1,56,5.23,256.38,2011-10-07 11:43:00,United Kingdom,0.0,63,256.38,1,0.0
13807.0,1,36,5.15,112.6,2010-12-07 15:48:00,United Kingdom,0.0,366,112.6,1,0.0
13808.0,5,782,3.75,1747.66,2011-12-04 12:18:00,United Kingdom,0.0,5,349.53,0,0.0
13809.0,1,29,7.11,155.05,2011-02-07 13:15:00,Cyprus,0.0,304,155.05,1,0.0
13810.0,3,312,21.28,1499.01,2011-11-11 08:33:00,Germany,1.0,28,499.67,0,0.0
13811.0,3,68,26.25,814.5,2011-06-09 09:54:00,Germany,1.0,183,271.5,0,0.01
13812.0,3,333,3.59,539.0,2011-10-28 14:27:00,Germany,0.0,41,179.67,0,0.0
13813.0,4,552,4.28,1366.86,2011-10-31 10:38:00,Germany,2.0,39,341.72,0,0.0
13814.0,2,864,3.02,1579.12,2011-09-08 13:48:00,Germany,2.0,91,789.56,0,0.0
13815.0,4,2560,2.57,4027.36,2011-11-17 14:19:00,Germany,3.0,21,1006.84,0,0.0
13816.0,2,269,4.74,571.67,2011-11-16 08:38:00,Germany,9.0,23,285.84,0,0.03
13817.0,2,211,3.22,382.98,2011-11-10 17:49:00,Germany,0.0,28,191.49,0,0.0
13819.0,3,1109,2.0,1140.35,2011-02-11 10:38:00,United Kingdom,0.0,301,380.12,0,0.0
13821.0,2,153,3.29,385.64,2011-07-18 09:49:00,United Kingdom,0.0,144,192.82,0,0.0
13822.0,2,611,1.79,632.0,2011-12-04 12:13:00,United Kingdom,0.0,5,316.0,0,0.0
13823.0,2,439,3.92,957.66,2011-11-21 10:22:00,United Kingdom,0.0,18,478.83,0,0.0
13824.0,5,768,2.75,1698.94,2011-11-07 12:41:00,United Kingdom,0.0,32,339.79,0,0.0
13826.0,1,82,5.73,189.5,2011-06-16 13:48:00,United Kingdom,2.0,175,189.5,1,0.02
13827.0,3,141,3.74,412.05,2011-10-13 12:38:00,United Kingdom,0.0,57,137.35,0,0.0
13828.0,1,311,1.9,209.49,2011-11-17 16:02:00,United Kingdom,0.0,21,209.49,1,0.0
13831.0,6,745,3.96,2202.99,2011-11-23 15:41:00,United Kingdom,0.0,15,367.16,0,0.0
13832.0,1,28,2.28,52.2,2011-11-20 15:36:00,United Kingdom,3.0,18,52.2,1,0.1
13833.0,1,118,4.9,384.8,2011-07-03 13:27:00,United Kingdom,0.0,158,384.8,1,0.0
13835.0,4,442,3.2,834.57,2011-11-14 15:37:00,United Kingdom,0.0,24,208.64,0,0.0
13837.0,2,183,2.2,271.24,2011-05-12 12:10:00,United Kingdom,0.0,211,135.62,0,0.0
13838.0,4,263,3.1,691.73,2011-12-04 11:00:00,United Kingdom,0.0,5,172.93,0,0.0
13841.0,1,100,0.85,85.0,2011-04-01 12:10:00,United Kingdom,0.0,252,85.0,1,0.0
13842.0,9,1768,4.04,3385.62,2011-10-12 10:51:00,United Kingdom,0.0,58,376.18,0,0.0
13844.0,1,196,2.46,361.62,2011-11-28 13:21:00,United Kingdom,0.0,10,361.62,1,0.0
13845.0,1,182,1.95,312.98,2011-10-06 08:25:00,United Kingdom,0.0,64,312.98,1,0.0
13846.0,3,388,3.52,865.06,2011-11-15 12:07:00,United Kingdom,5.0,24,288.35,0,0.01
13848.0,3,3700,0.46,1255.0,2011-09-08 12:58:00,United Kingdom,0.0,91,418.33,0,0.0
13849.0,2,1016,3.02,1537.95,2011-10-19 10:59:00,United Kingdom,0.0,51,768.98,0,0.0
13850.0,1,944,2.42,1595.48,2011-08-02 14:04:00,United Kingdom,3.0,128,1595.48,1,0.0
13851.0,3,1705,2.24,2651.46,2011-09-05 12:36:00,United Kingdom,0.0,95,883.82,0,0.0
13853.0,1,312,4.55,1090.14,2011-10-13 14:18:00,United Kingdom,8.0,56,1090.14,1,0.02
13854.0,25,2296,4.63,8109.52,2011-12-01 09:06:00,United Kingdom,18.0,8,324.38,0,0.01
13856.0,3,494,1.06,388.5,2011-06-24 10:03:00,United Kingdom,10.0,168,129.5,0,0.02
13858.0,1,75,4.34,216.17,2011-10-13 16:17:00,United Kingdom,0.0,56,216.17,1,0.0
13859.0,1,129,2.89,201.16,2011-01-17 16:14:00,United Kingdom,0.0,325,201.16,1,0.0
13860.0,5,591,3.51,1245.9,2011-12-08 12:57:00,United Kingdom,2.0,0,249.18,0,0.0
13862.0,8,1688,1.7,2209.36,2011-11-21 16:24:00,United Kingdom,6.0,17,276.17,0,0.0
13863.0,1,224,2.6,305.78,2011-04-06 10:20:00,United Kingdom,5.0,247,305.78,1,0.02
13865.0,4,204,3.9,501.56,2011-10-12 13:31:00,United Kingdom,0.0,57,125.39,0,0.0
13866.0,1,57,3.38,145.67,2011-09-26 14:54:00,United Kingdom,0.0,73,145.67,1,0.0
13867.0,3,513,3.94,1015.29,2011-11-08 15:48:00,United Kingdom,0.0,30,338.43,0,0.0
13868.0,2,1964,1.85,3192.54,2011-12-02 16:32:00,United Kingdom,0.0,6,1596.27,0,0.0
13869.0,4,1721,2.94,3104.95,2011-08-08 13:53:00,United Kingdom,0.0,122,776.24,0,0.0
13870.0,8,1325,3.38,2770.94,2011-12-07 13:23:00,United Kingdom,5.0,1,346.37,0,0.0
13871.0,13,2806,3.76,6403.25,2011-11-17 10:49:00,United Kingdom,5.0,22,492.56,0,0.0
13873.0,3,140,4.61,389.6,2011-08-12 10:08:00,United Kingdom,2.0,119,129.87,0,0.01
13874.0,1,180,5.51,540.45,2010-12-16 18:20:00,United Kingdom,0.0,357,540.45,1,0.0
13875.0,5,1316,1.96,1786.79,2011-10-17 09:36:00,United Kingdom,0.0,53,357.36,0,0.0
13876.0,1,36,5.11,122.7,2011-10-07 10:22:00,United Kingdom,0.0,63,122.7,1,0.0
13877.0,1,108,1.18,117.24,2011-09-14 15:49:00,United Kingdom,0.0,85,117.24,1,0.0
13878.0,1,475,4.66,1281.53,2011-10-16 12:19:00,United Kingdom,0.0,54,1281.53,1,0.0
13880.0,13,1842,2.69,3219.77,2011-11-18 13:44:00,United Kingdom,0.0,20,247.67,0,0.0
13881.0,20,10118,2.68,17159.52,2011-12-06 12:50:00,United Kingdom,56.0,3,857.98,0,0.01
13882.0,5,953,3.38,1191.13,2011-12-07 11:16:00,United Kingdom,3.0,2,238.23,0,0.0
13883.0,5,1436,3.38,2674.48,2011-11-29 10:45:00,United Kingdom,68.0,10,534.9,0,0.05
13884.0,5,300,3.56,787.6,2011-12-02 16:30:00,United Kingdom,3.0,6,157.52,0,0.01
13885.0,2,182,3.96,506.8,2011-06-03 15:07:00,United Kingdom,0.0,188,253.4,0,0.0
13886.0,1,126,3.8,243.56,2011-09-29 13:17:00,United Kingdom,0.0,70,243.56,1,0.0
13887.0,1,147,3.85,349.55,2011-05-19 17:22:00,United Kingdom,0.0,203,349.55,1,0.0
13888.0,2,258,4.12,605.63,2011-08-12 10:13:00,United Kingdom,0.0,119,302.82,0,0.0
13889.0,1,146,3.83,416.9,2011-09-08 09:13:00,United Kingdom,0.0,92,416.9,1,0.0
13890.0,10,831,3.4,1883.81,2011-12-08 15:36:00,United Kingdom,5.0,0,188.38,0,0.01
13892.0,4,983,1.11,632.97,2011-11-13 11:50:00,United Kingdom,0.0,26,158.24,0,0.0
13893.0,1,190,6.2,821.1,2011-02-15 11:30:00,United Kingdom,0.0,297,821.1,1,0.0
13894.0,3,354,2.67,564.62,2011-11-16 09:44:00,United Kingdom,15.0,23,188.21,0,0.04
13895.0,4,1365,2.94,2593.07,2011-11-11 16:57:00,United Kingdom,1.0,27,648.27,0,0.0
13897.0,1,200,1.95,311.16,2011-10-20 14:30:00,United Kingdom,0.0,49,311.16,1,0.0
13898.0,1,133,2.61,155.93,2011-01-18 10:28:00,United Kingdom,0.0,325,155.93,1,0.0
13899.0,2,156,3.03,388.52,2011-11-23 13:40:00,United Kingdom,0.0,15,194.26,0,0.0
13900.0,3,430,3.11,740.95,2011-06-09 19:26:00,United Kingdom,0.0,182,246.98,0,0.0
13901.0,5,1739,3.74,2867.2,2011-09-28 14:48:00,United Kingdom,0.0,71,573.44,0,0.0
13904.0,2,332,1.32,332.64,2011-11-02 13:41:00,United Kingdom,0.0,36,166.32,0,0.0
13908.0,4,1478,2.87,2369.55,2011-09-21 11:49:00,United Kingdom,8.0,79,592.39,0,0.01
13911.0,9,2731,2.39,2580.91,2011-10-13 15:43:00,United Kingdom,0.0,56,286.77,0,0.0
13914.0,2,380,2.55,626.45,2011-11-28 10:35:00,United Kingdom,1.0,11,313.23,0,0.0
13917.0,2,228,2.02,272.04,2011-10-21 09:56:00,United Kingdom,0.0,49,136.02,0,0.0
13918.0,2,1140,2.19,1212.84,2011-10-21 12:25:00,United Kingdom,0.0,49,606.42,0,0.0
13919.0,2,474,2.84,384.81,2011-10-11 14:24:00,Denmark,37.0,58,192.4,0,0.07
13922.0,1,93,4.99,172.25,2010-12-23 10:38:00,United Kingdom,0.0,351,172.25,1,0.0
13923.0,1,185,2.97,351.13,2011-10-17 12:33:00,United Kingdom,0.0,53,351.13,1,0.0
13924.0,6,1575,2.61,1838.85,2011-12-08 09:39:00,United Kingdom,43.0,1,306.48,0,0.03
13925.0,4,331,5.91,678.25,2011-09-08 12:47:00,United Kingdom,4.0,92,169.56,0,0.01
13926.0,1,104,6.53,223.85,2011-11-16 13:16:00,United Kingdom,0.0,22,223.85,1,0.0
13927.0,1,214,2.7,348.99,2011-09-26 12:00:00,United Kingdom,0.0,74,348.99,1,0.0
13928.0,4,129,5.77,464.57,2011-11-29 10:33:00,United Kingdom,0.0,10,116.14,0,0.0
13929.0,2,143,5.29,842.65,2011-06-23 15:26:00,United Kingdom,4.0,168,421.32,0,0.03
13930.0,2,274,1.64,337.34,2011-10-13 09:45:00,United Kingdom,0.0,57,168.67,0,0.0
13931.0,2,725,2.05,1237.53,2011-09-05 10:12:00,United Kingdom,4.0,95,618.76,0,0.01
13932.0,1,72,6.1,307.4,2011-02-18 12:02:00,United Kingdom,0.0,294,307.4,1,0.0
13933.0,2,205,3.46,608.79,2011-08-22 14:03:00,United Kingdom,0.0,108,304.4,0,0.0
13934.0,1,390,3.19,922.1,2011-03-21 08:39:00,United Kingdom,0.0,263,922.1,1,0.0
13936.0,1,330,1.54,376.58,2011-06-13 08:47:00,United Kingdom,6.0,179,376.58,1,0.02
13937.0,1,123,1.69,158.85,2011-06-23 16:35:00,United Kingdom,0.0,168,158.85,1,0.0
13938.0,1,70,1.01,71.66,2011-11-04 14:37:00,United Kingdom,0.0,34,71.66,1,0.0
13939.0,3,847,1.18,568.55,2011-11-16 13:33:00,United Kingdom,4.0,22,189.52,0,0.0
13940.0,4,516,3.12,839.14,2011-11-22 15:15:00,United Kingdom,0.0,16,209.78,0,0.0
13941.0,5,2364,3.86,5112.96,2011-11-18 09:43:00,United Kingdom,57.0,21,1022.59,0,0.02
13946.0,3,443,1.68,561.57,2011-09-21 13:33:00,United Kingdom,0.0,78,187.19,0,0.0
13947.0,1,44,2.93,90.6,2011-10-05 14:42:00,United Kingdom,0.0,64,90.6,1,0.0
13948.0,1,40,3.95,102.0,2010-12-14 10:18:00,United Kingdom,0.0,360,102.0,1,0.0
13949.0,6,2474,1.46,2427.32,2011-12-07 09:35:00,United Kingdom,0.0,2,404.55,0,0.0
13950.0,4,323,4.59,745.06,2011-11-28 14:44:00,United Kingdom,2.0,10,186.26,0,0.01
13951.0,3,459,3.49,674.45,2011-06-16 16:43:00,United Kingdom,0.0,175,224.82,0,0.0
13952.0,2,1431,3.98,3251.07,2011-05-06 09:00:00,United Kingdom,6.0,217,1625.54,0,0.0
13953.0,7,2724,2.29,3515.68,2011-12-02 16:04:00,United Kingdom,0.0,6,502.24,0,0.0
13954.0,2,150,5.45,439.92,2011-12-08 12:50:00,United Kingdom,9.0,1,219.96,0,0.06
13955.0,2,154,3.02,322.96,2011-07-08 17:19:00,United Kingdom,0.0,153,161.48,0,0.0
13956.0,5,491,3.42,1026.42,2011-12-04 13:20:00,United Kingdom,0.0,4,205.28,0,0.0
13959.0,3,357,2.2,598.2,2011-09-21 15:06:00,United Kingdom,0.0,78,199.4,0,0.0
13960.0,2,142,2.1,230.22,2011-11-18 15:27:00,United Kingdom,0.0,20,115.11,0,0.0
13962.0,2,87,7.02,169.55,2011-11-18 08:47:00,United Kingdom,0.0,21,84.78,0,0.0
13963.0,4,460,3.27,664.54,2011-02-04 14:43:00,United Kingdom,0.0,307,166.14,0,0.0
13967.0,1,42,3.6,80.7,2011-07-17 12:02:00,United Kingdom,0.0,145,80.7,1,0.0
13969.0,18,4542,2.95,9053.94,2011-12-02 15:11:00,United Kingdom,59.0,6,503.0,0,0.01
13971.0,8,1844,2.23,2758.26,2011-11-21 12:06:00,United Kingdom,26.0,18,344.78,0,0.01
13972.0,2,187,2.55,190.25,2011-09-30 11:54:00,United Kingdom,0.0,70,95.12,0,0.0
13973.0,1,109,3.76,264.7,2011-02-25 15:21:00,United Kingdom,0.0,286,264.7,1,0.0
13974.0,1,249,2.2,413.59,2011-10-21 14:41:00,United Kingdom,0.0,48,413.59,1,0.0
13975.0,6,1732,2.2,2526.28,2011-11-08 13:19:00,United Kingdom,7.0,30,421.05,0,0.0
13976.0,1,154,3.57,357.98,2011-05-17 09:13:00,United Kingdom,0.0,206,357.98,1,0.0
13978.0,2,315,1.21,196.79,2011-11-25 11:36:00,United Kingdom,0.0,14,98.4,0,0.0
13979.0,1,639,1.83,869.87,2011-09-27 13:32:00,United Kingdom,0.0,72,869.87,1,0.0
13980.0,1,172,3.91,200.14,2011-10-10 13:34:00,United Kingdom,0.0,59,200.14,1,0.0
13982.0,4,1136,2.23,1871.81,2011-10-31 16:24:00,United Kingdom,4.0,38,467.95,0,0.0
13983.0,12,1183,6.33,2603.43,2011-11-10 11:06:00,United Kingdom,13.0,29,216.95,0,0.01
13984.0,5,679,2.11,920.51,2011-11-13 12:38:00,United Kingdom,408.0,26,184.1,0,0.38
13985.0,15,3447,2.37,7060.13,2011-12-05 17:06:00,United Kingdom,8.0,3,470.68,0,0.0
13986.0,1,430,1.86,320.46,2011-11-22 15:00:00,United Kingdom,0.0,16,320.46,1,0.0
13988.0,6,3044,3.0,4147.96,2011-11-20 10:15:00,United Kingdom,19.0,19,691.33,0,0.01
13989.0,2,1313,2.63,1266.08,2011-10-05 09:47:00,United Kingdom,0.0,65,633.04,0,0.0
13990.0,1,190,2.66,311.3,2011-05-10 15:19:00,United Kingdom,0.0,212,311.3,1,0.0
13991.0,6,998,1.49,855.97,2011-11-27 16:18:00,United Kingdom,2.0,11,142.66,0,0.0
13992.0,1,64,1.17,76.8,2011-11-09 15:23:00,United Kingdom,0.0,29,76.8,1,0.0
13993.0,9,900,5.59,3466.36,2011-10-28 09:06:00,United Kingdom,8.0,42,385.15,0,0.01
13994.0,6,940,3.81,2313.14,2011-12-06 11:05:00,United Kingdom,0.0,3,385.52,0,0.0
13995.0,5,879,2.23,1393.69,2011-11-24 14:22:00,United Kingdom,12.0,14,278.74,0,0.01
13999.0,12,2243,2.27,3901.81,2011-11-29 13:40:00,United Kingdom,12.0,9,325.15,0,0.01
14000.0,1,710,1.95,635.66,2011-05-12 16:50:00,United Kingdom,3.0,210,635.66,1,0.0
14001.0,3,962,3.54,2043.08,2011-10-25 10:31:00,United Kingdom,3.0,45,681.03,0,0.0
14002.0,2,877,2.41,529.73,2011-07-28 15:55:00,United Kingdom,0.0,133,264.86,0,0.0
14004.0,7,2668,2.84,4582.64,2011-10-27 14:40:00,United Kingdom,0.0,42,654.66,0,0.0
14005.0,5,2478,2.21,2874.72,2011-11-30 12:41:00,United Kingdom,0.0,9,574.94,0,0.0
14006.0,3,641,2.37,962.19,2011-08-16 09:39:00,United Kingdom,0.0,115,320.73,0,0.0
14009.0,2,365,2.82,695.61,2011-05-25 15:47:00,United Kingdom,4.0,197,347.8,0,0.01
14012.0,1,160,2.83,328.8,2011-03-07 12:26:00,United Kingdom,0.0,277,328.8,1,0.0
14013.0,3,462,1.38,473.02,2011-08-21 15:01:00,United Kingdom,0.0,109,157.67,0,0.0
14014.0,1,1076,0.57,505.18,2011-09-23 13:18:00,United Kingdom,0.0,76,505.18,1,0.0
14015.0,1,378,3.11,917.34,2011-10-18 10:02:00,United Kingdom,0.0,52,917.34,1,0.0
14016.0,4,2125,3.95,4341.21,2011-07-01 11:29:00,EIRE,1.0,161,1085.3,0,0.0
14019.0,3,1037,2.41,1421.61,2011-10-24 10:13:00,United Kingdom,3.0,46,473.87,0,0.0
14020.0,2,441,2.85,642.8,2011-11-23 09:22:00,United Kingdom,0.0,16,321.4,0,0.0
14021.0,3,192,4.5,631.9,2011-07-07 15:46:00,United Kingdom,0.0,154,210.63,0,0.0
14022.0,1,487,1.3,440.0,2011-04-28 14:39:00,United Kingdom,0.0,224,440.0,1,0.0
14023.0,2,345,2.87,584.07,2011-12-02 13:58:00,United Kingdom,0.0,6,292.04,0,0.0
14024.0,2,150,3.7,327.7,2011-08-10 11:30:00,United Kingdom,0.0,121,163.85,0,0.0
14027.0,1,62,2.14,104.82,2011-10-10 09:01:00,United Kingdom,0.0,60,104.82,1,0.0
14029.0,2,198,4.37,467.66,2011-10-07 14:46:00,United Kingdom,0.0,62,233.83,0,0.0
14030.0,8,1479,4.05,2360.09,2011-11-21 16:48:00,United Kingdom,0.0,17,295.01,0,0.0
14031.0,19,5788,4.33,17286.86,2011-12-02 17:13:00,United Kingdom,418.0,6,909.83,0,0.07
